author_id,tweet_count,sentiment
"""""athID_1375903974356889600""",11064.0,0.1904473034387245
"""""athID_986919143894118400""",13278.0,0.28239309511898214
"""""athID_74856982""",15271.0,-0.15143439272286077
"""""athID_360105746""",26528.0,0.40350610168597617
"""""athID_733316945483816962""",495.0,-1.1410024025826326
"""""athID_166580937""",10.0,-0.7069231378017863
"""""athID_3208422993""",20729.130434782608,0.3822302091774864
"""""athID_2992954653""",45377.0,-0.9119376397132087
"""""athID_587829988""",15.0,-0.7069231378017863
"""""athID_387571896""",23474.0,-0.31843665539323773
"""""athID_3364559505""",25.0,-1.4352163552433204
"""""athID_3870333477""",5455.0,0.2606857955852922
"""""athID_1327073174257856512""",1368.0,0.596702502176462
"""""athID_1478101105410293762""",30503.0,0.5115863681087135
"""""athID_51554349""",4678.0,-1.1811049580569697
"""""athID_1203415797768605697""",1378.0,-2.303177212154
"""""athID_1480629702071103497""",6672.0,-0.5191761421738568
"""""athID_3254070131""",5724.0,2.6014845716303534
"""""athID_360917489""",121678.0,0.19627105473851994
"""""athID_270920070""",36800.0,1.3432250631520737
"""""athID_2881042342""",63374.0,0.5144589845412876
"""""athID_2515151054""",27812.0,0.18844306650364365
"""""athID_1485670968731344905""",1548.6666666666667,-0.8627464484867867
"""""athID_1580688902""",1336.0,0.6310380377740211
"""""athID_1007618375516815360""",182125.1851851852,0.0630130402559064
"""""athID_106391850""",27918.0,0.7854568681401889
"""""athID_4440652821""",7025.0,0.5755078324837465
"""""athID_80389221""",7042.0,-0.04761605867318076
"""""athID_1196083186708733952""",5308.0,-1.8437346286423035
"""""athID_965197913545723904""",3153.3333333333335,-0.5584644489489686
"""""athID_1366751672572215301""",1355.0,-0.5990662071506441
"""""athID_391744894""",11050.0,-0.7564836960372877
"""""athID_1258050319356919810""",5715.0,0.02983866069215943
"""""athID_937346311212412928""",25399.0,-1.7724938136617912
"""""athID_231691698""",4953.0,-2.1978936621322895
"""""athID_431172304""",20165.0,0.09196240277630788
"""""athID_1726660058""",2418.0,0.35786118580754916
"""""athID_616524318""",812.0,-0.7574896047190491
"""""athID_633188550""",4961.0,-1.8022626184166695
"""""athID_894658298""",3876.0,-2.2258118290028865
"""""athID_1916852749""",5598.0,0.5963905630577111
"""""athID_295055133""",7.0,-0.7069231378017863
"""""athID_795363507978043396""",1716.0,0.4114498679236065
"""""athID_1005830038023913472""",18393.0,-0.11668935521433309
"""""athID_4716950614""",9324.5,-1.190197939302529
"""""athID_1397542849122553859""",10566.916666666666,0.43485732580532865
"""""athID_123516348""",22443.0,-2.5260382765116853
"""""athID_1198582081263218688""",26088.727272727272,-0.43927479739299624
"""""athID_28354671""",185234.0,0.2182089833612666
"""""athID_704622741639536641""",16041.0,-0.17778024536073217
"""""athID_464238994""",58580.0,2.035355982321439
"""""athID_78250896""",2086.25,0.9086010786370632
"""""athID_37053385""",12878.0,0.2982577501043969
"""""athID_4602309493""",273.0,-2.777525087098778
"""""athID_113460339""",110570.0,-2.04298585520193
"""""athID_1497913593223946242""",14.0,1.7047961706492871
"""""athID_1269318989706076162""",33451.0,-0.21987299252524747
